source_id,ra,dec,nss_solution_type,label_crossmatch,period,eccentricity,inclination,parallax_over_error,ruwe,astrometric_chi2_al,astrometric_excess_noise,visibility_periods_used,phot_g_mean_mag,arg_periastron_sin,arg_periastron_cos
5717115011627630208,114.1403637040056,-18.327520511407304,SB1,0,42.74240963861619,0.2071708788797586,0.0,65.66544,1.0020292,854.03754,0.04694155,19.0,12.418111,-0.9986755242734343,-0.05145092046971678
5425231512393331456,144.8321065216786,-42.611068560661366,EclipsingBinary,0,4.784398078918457,0.0,86.67676030343013,76.19403,0.9695208,501.83127,0.0,29.0,13.15527,0.0,1.0
5717360619339301504,118.35801603543672,-18.99777028634581,SB1,0,4.09379702015618,0.0305216568933558,0.0,179.55946,0.97032464,585.3935,0.04133734,21.0,12.5857725,0.7220163193286885,-0.691876025472088
5600846776590848512,119.61368891824156,-27.966048771947605,SB1,0,2.453828709799464,0.0282289138711191,0.0,62.32173,0.9795313,1054.9962,0.08867375,26.0,11.822564,-0.7894660125728239,-0.6137942774190437
5717673567837468032,117.03137464628436,-18.40448925732455,EclipsingBinary,0,1.4953058958053589,0.0,79.50673507126339,20.761625,1.0539073,456.05258,0.0,21.0,13.658439,0.0,1.0
6305282577764153600,225.22343373236828,-18.06927107479009,EclipsingBinary,0,0.5681621432304382,0.0,62.68561156073361,11.499692,1.0101308,185.72594,0.0,15.0,14.893059,0.0,1.0
3225902175989307136,72.53891528595726,-2.3714432692043146,SB1,0,24.381527243799237,0.2623870960611285,0.0,135.5643,1.39604,2536.5662,0.21969782,19.0,11.170408,-0.42052349356796803,-0.9072816494106949
1811318069573435904,310.09134154386004,16.686977008904393,SB1,0,590.1353715324084,0.1840817412113385,0.0,39.114273,1.3044429,1657.069,0.11061488,19.0,11.92059,0.09696787110130937,-0.995287512216485
1811472138637482752,311.01618449503246,17.382049280983946,SB1,0,10.431086019994046,0.1206682341457532,0.0,88.36689,1.2896379,1545.5463,0.13383855,21.0,10.308261,0.26901518109005573,-0.9631359365858406
5868777664174424448,203.72850811006745,-61.52250930909945,SB1,0,37.42546231488742,0.4560896100958201,0.0,158.36047,0.9353591,1204.463,0.096010216,28.0,10.547339,-0.38243383635209655,0.9239828790692054
3026047834355902464,91.23376221750398,-1.1342569942520089,SB1,0,5.73382246510085,0.1087192642424202,0.0,463.13165,1.2224123,976.9276,0.13120729,19.0,11.684291,0.9998384185220637,0.017976007546132742
1848140065449873408,319.38551543811974,28.239146402675942,SB1,0,149.1679126051959,0.0506155853938167,0.0,14.222401,1.027952,536.7461,0.05384377,22.0,12.224306,-0.19230150284053218,0.9813358915301492
518316554507764864,27.90967738143656,65.3618035168977,EclipsingBinary,0,2.561436891555786,0.0,75.50320602888208,24.328684,0.9828541,496.8122,0.0,28.0,13.452798,0.0,1.0
6687321907312471040,301.3510761325775,-41.157582821722976,EclipsingBinary,0,0.8236043453216553,0.0,72.43613007265536,65.2163,1.0100977,541.2643,0.08363839,17.0,12.073183,0.0,1.0
